Z      N      A      Binding_Energy_(MeV)    Q20_T          Q30_T          fileID                Convergence    
68     90     158    -1282.632954            13.078154      0.006437       blockblock4-009357    YES            
68     92     160    -1299.195851            15.311916      0.01648        blockblock4-009447    YES            
68     94     162    -1315.362498            16.942767      -0.00063       blockblock4-009476    YES            
68     96     164    -1330.889686            17.974326      0.00191        blockblock4-009551    YES            
68     98     166    -1345.877106            18.745226      -0.000784      blockblock4-009657    YES            
68     100    168    -1360.112767            19.305161      -0.002004      blockblock4-009732    YES            
68     102    170    -1373.257951            19.581404      0.001426       blockblock4-009761    YES            
68     104    172    -1385.209125            19.546105      9.4e-05        blockblock4-009836    YES            
68     106    174    -1396.017321            19.260649      0.000521       blockblock4-009942    YES            
68     108    176    -1406.258975            18.855835      0.000745       blockblock4-010031    YES            
68     110    178    -1416.287002            18.472573      0.001579       blockblock4-010092    YES            
68     112    180    -1425.56873             18.060685      0.005427       blockblock4-010181    YES            
68     114    182    -1433.304182            17.335837      0.001148       blockblock4-010225    YES            
68     116    184    -1440.16808             -12.932505     -9.6e-05       blockblock4-010326    YES            
68     118    186    -1448.700262            -12.607237     0.000305       blockblock4-010371    YES            
68     120    188    -1456.136234            -11.55078      0.000557       blockblock4-010446    YES            
68     122    190    -1463.131233            -8.157023      5.7e-05        blockblock4-010506    YES            
68     124    192    -1470.956547            -3.677961      -8e-06         blockblock4-010582    YES            
