Z      N      A      Energy_new(MeV)     Energy_old(MeV)     Energy_diff(MeV)    beta2_new    beta2_old    beta3_new    fileID    
62     118    180    -1375.477257        -1375.568257        0.091               -0.163363    -0.163223    0.000422     12862     
62     120    182    -1381.219435        -1381.313905        0.09447             -0.129844    -0.129863    -0.000462    12937     
62     122    184    -1386.856822        -1386.947096        0.090274            -0.081023    -0.082268    2.7e-05      12996     
62     124    186    -1393.522803        -1393.595611        0.072808            -0.000605    0.000000     -2e-06       13056     
62     126    188    -1399.370531        -1399.462025        0.091494            -0.000436    0.000000     0.0          13131     
62     128    190    -1400.615466        -1400.687122        0.071656            -0.000152    0.000000     -0.0         13207     
62     130    192    -1401.227118        -1401.243705        0.016587            0.028184     0.000002     2e-06        13287     
62     132    194    -1402.619223        -1402.142142        -0.477081           0.075038     0.051662     0.082687     13377     
62     134    196    -1403.477299        -1402.715353        -0.761946           0.095955     0.060286     0.128716     13496     
62     136    198    -1403.87605         -1403.03397         -0.84208            0.097893     -0.071023    0.140993     13571     
62     138    200    -1403.948067        -1403.597527        -0.35054            0.093209     -0.119330    0.146615     13646     
62     140    202    -1403.84733         -1403.870938        0.023608            0.067911     -0.133442    0.121981     13718     
62     142    204    -1403.932237        -1404.022729        0.090492            0.259617     0.257474     0.002926     13753     
62     144    206    -1404.539366        -1404.612497        0.073131            0.273145     0.270068     1e-05        13813     
62     146    208    -1404.732886        -1404.695923        -0.036963           0.281978     0.277522     -3.1e-05     13887     
62     148    210    -1404.357146        -1404.2875          -0.069646           0.288799     0.281253     0.000839     13977     
62     150    212    -1403.682232        -1403.581058        -0.101174           0.292415     0.282114     0.000584     14052     
62     152    214    -1402.843956        -1402.71308         -0.130876           0.293596     0.282171     8.1e-05      14157     
62     154    216    -1401.854083        -1401.687869        -0.166214           0.294178     0.282695     0.000247     14232     
62     156    218    -1400.636538        -1400.421019        -0.215519           0.294237     0.282388     3.7e-05      14322     
62     158    220    -1399.073436        -1398.859034        -0.214402           0.29255      0.278758     0.000164     14352     
64     64     128    -997.34121          -997.409641         0.068431            0.385733     0.385548     -0.001929    90        
64     66     130    -1024.555357        -1024.628969        0.073612            0.369958     0.369487     2.6e-05      165       
64     68     132    -1050.882135        -1050.964137        0.082002            0.355111     0.354426     0.000663     240       
64     70     134    -1075.920592        -1076.020627        0.100035            0.348985     0.347799     9.4e-05      330       
64     72     136    -1098.932893        -1099.018053        0.08516             0.343716     0.339347     -0.000312    390       
64     74     138    -1120.763337        -1120.8839          0.120563            0.282092     0.279348     0.000248     463       
64     76     140    -1143.14926         -1143.276017        0.126757            -0.225175    -0.224995    0.000519     577       
64     78     142    -1164.815292        -1164.960052        0.14476             -0.170546    -0.171408    7.6e-05      634       
64     80     144    -1186.559111        -1186.646602        0.087491            0.002412     0.000000     0.0          687       
64     82     146    -1208.70873         -1208.82948         0.12075             0.0          0.000000     -0.0         758       
64     84     148    -1223.1668          -1223.245117        0.078317            -0.000762    -0.000004    -7e-06       861       
64     86     150    -1238.216405        -1237.0344          -1.182005           0.084166     0.061830     0.118627     966       
64     88     152    -1252.320213        -1251.121116        -1.199097           0.121367     0.213276     0.186667     1031      
